age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,y
2,4,1,3,0,1582,0,0,21,7,37,1,0
2,0,0,3,0,-65,0,0,21,7,226,1,0
2,4,0,3,0,-90,1,0,21,7,472,1,0
2,4,2,3,0,5691,1,0,21,7,357,1,0
2,0,2,2,0,862,0,0,21,7,152,2,0
1,1,1,1,0,5,1,1,21,7,53,1,0
2,4,1,3,0,13,1,0,21,7,47,1,0
2,1,1,1,0,401,1,0,21,7,581,4,0
1,10,2,2,0,-230,1,0,21,7,113,1,0
2,9,0,2,0,79,0,0,21,7,191,1,0
2,4,1,3,0,-1884,1,0,21,7,193,1,0
2,1,1,2,0,230,1,1,21,7,38,1,0
2,9,1,2,0,525,1,0,21,7,108,1,0
2,10,1,2,0,-12,0,1,21,7,77,2,0
1,1,1,2,0,658,1,1,21,7,212,1,0
2,3,1,2,0,167,1,0,21,7,225,3,0
1,4,2,3,0,3357,0,0,21,7,120,3,0
2,9,0,2,0,103,1,0,21,7,304,1,0
1,1,2,3,0,1372,0,0,21,7,230,1,0
1,7,2,2,0,-114,1,0,21,7,396,2,0
2,4,1,3,0,78,1,0,21,7,856,1,0
2,1,1,1,0,826,1,0,21,7,853,1,0
2,4,2,3,0,14,0,1,21,7,53,1,0
1,10,2,2,0,0,1,0,21,7,53,6,0
1,4,1,3,0,250,1,0,21,7,475,4,0
2,9,1,2,0,-360,1,0,21,7,169,1,0
2,0,1,2,0,0,1,0,21,7,229,1,0
2,2,1,2,0,1034,1,0,21,7,141,6,0
1,9,0,2,0,0,0,0,21,7,101,1,0
2,7,1,2,0,0,1,1,21,7,270,4,0
2,4,1,3,0,1590,1,1,21,7,54,8,0
2,10,0,2,0,753,0,0,21,7,730,8,0
2,10,0,2,0,189,1,1,21,7,105,2,0
2,4,1,3,0,-558,1,0,21,7,533,1,0
1,0,2,2,0,15,0,1,21,7,177,1,0
2,0,2,2,0,181,1,0,21,7,296,1,0
1,9,0,3,0,47,0,0,21,7,304,3,0
2,5,0,3,0,158,0,1,21,7,854,1,1
2,3,1,3,0,0,1,0,21,7,97,2,0
2,0,2,2,0,-412,1,0,21,7,31,1,0
2,1,1,2,0,0,1,0,21,7,90,1,0
2,6,2,3,0,577,1,0,21,7,90,1,0
2,5,0,3,0,380,0,0,21,7,219,1,0
2,3,0,1,0,120,1,0,21,7,99,1,0
2,4,0,3,0,0,1,0,21,7,111,1,0
2,1,2,1,0,0,1,1,21,7,100,2,0
2,6,0,3,0,2979,1,0,21,7,118,3,0
2,4,1,3,0,2770,0,1,21,7,158,1,0
2,0,1,3,0,0,1,0,21,7,115,1,0
2,1,1,1,0,2470,0,0,21,7,19,1,0
1,4,1,3,0,692,1,1,21,7,336,4,0
2,3,1,2,0,619,1,0,21,7,65,1,0
1,6,2,3,0,0,1,0,21,7,479,1,0
1,7,2,2,0,64,0,0,21,7,71,11,0
2,9,1,2,0,0,1,1,21,7,95,1,0
2,1,1,2,0,130,0,1,21,7,156,1,0
2,9,2,2,0,417,0,0,21,7,177,1,0
2,0,0,2,0,0,1,0,21,7,93,1,0
2,4,2,3,0,-145,1,0,21,7,54,2,0
2,8,2,2,0,-86,1,0,21,7,369,1,0
2,4,1,3,1,-6847,0,1,21,7,206,1,0
2,0,2,2,0,375,0,1,21,7,163,4,0
2,9,2,2,0,5731,1,0,21,7,101,3,0
1,0,2,2,0,-34,0,1,21,7,171,2,0
2,1,1,1,0,-537,1,1,21,7,1039,7,1
2,4,1,3,0,71,1,0,21,7,221,8,0
1,4,2,3,0,831,1,0,21,7,369,1,0
2,4,0,3,0,2422,1,0,21,7,141,2,0
1,1,2,2,0,-20,0,1,21,7,574,1,1
1,6,2,3,0,202,1,0,21,7,678,1,0
2,9,1,2,0,1981,1,0,21,7,919,2,1
2,1,1,1,0,0,0,0,21,7,71,1,0
2,5,1,2,0,334,0,0,21,7,101,1,0
2,9,2,2,0,279,1,0,21,7,171,1,0
1,4,2,3,0,107,1,0,21,7,149,1,0
2,1,1,2,0,0,0,1,21,7,72,4,0
2,4,1,2,0,-267,0,0,21,7,368,2,0
2,4,1,3,0,-65,0,1,21,7,65,2,0
2,9,1,2,0,471,1,1,21,7,61,1,0
2,6,1,3,0,865,1,0,21,7,51,7,0
2,10,1,2,0,49,1,0,21,7,237,1,0
2,7,1,1,0,228,1,0,21,7,1017,6,1
2,9,1,2,0,-70,1,1,21,7,357,1,0
2,0,2,3,0,1005,1,0,21,7,449,1,0
2,9,1,3,0,75,0,0,21,7,204,4,0
2,4,0,3,0,351,1,0,21,7,356,2,0
2,0,2,2,0,64,1,0,21,7,204,3,0
2,7,1,2,0,2,0,1,21,7,71,15,0
2,9,0,2,0,316,1,0,21,7,163,3,0
2,3,1,3,0,0,1,0,21,7,111,1,0
2,4,1,3,0,1893,0,1,21,7,353,2,0
2,4,1,3,0,1423,1,0,21,7,733,3,1
2,0,1,2,0,1455,1,0,21,7,119,1,0
2,6,1,2,0,44,1,1,21,7,79,1,0
2,1,0,2,0,-289,1,1,21,7,808,5,0
2,6,1,3,0,503,1,0,21,7,507,1,0
2,1,0,1,0,29,1,0,21,7,245,1,0
2,4,1,3,0,2455,1,0,21,7,553,1,1
2,1,1,1,0,0,1,0,21,7,1080,4,1
1,9,2,2,0,2157,1,0,21,7,339,1,0
2,9,0,2,0,859,0,1,21,7,710,1,1
2,7,2,2,0,5,0,0,21,7,333,2,0
1,0,2,3,0,1100,1,0,21,7,240,1,0
2,4,2,3,0,2154,1,0,21,7,87,4,0
2,7,1,2,0,2196,1,0,21,7,1156,1,0
2,4,2,3,0,414,0,0,21,7,761,2,0
1,1,1,2,0,622,1,0,21,7,471,2,0
2,9,1,2,0,-796,1,1,21,7,80,3,0
1,10,2,3,0,2783,0,0,21,7,137,3,0
2,4,1,3,0,210,1,0,21,7,623,1,0
1,4,1,3,0,1185,1,0,21,7,881,4,0
1,9,1,1,0,95,1,0,21,7,255,1,0
2,7,1,2,0,1123,0,1,21,7,251,5,0
2,1,1,2,0,-498,1,0,21,7,357,1,0
2,0,1,2,0,3215,1,0,21,7,228,3,0
2,4,1,3,0,217,0,1,21,7,121,2,0
2,4,1,3,0,776,1,1,21,7,200,2,0
1,1,1,1,1,-124,1,0,21,7,116,3,0
2,2,2,2,0,131,1,0,21,7,157,1,0
2,4,0,3,0,1486,1,0,21,7,151,2,0
2,7,1,2,0,70,1,0,21,7,333,3,0
2,5,1,3,0,161,1,0,21,7,153,3,0
2,1,1,2,0,327,1,0,21,7,81,1,0
1,0,1,2,0,436,1,0,21,7,410,1,0
2,0,1,2,0,1625,1,1,21,7,56,1,0
2,9,2,3,0,119,0,1,21,7,202,3,0
1,6,2,3,0,222,0,1,21,7,125,1,0
2,1,1,2,0,187,0,1,21,7,178,1,0
1,4,2,2,0,609,1,0,21,7,594,1,0
2,9,0,2,0,1858,0,0,21,7,61,1,0
2,1,1,1,0,177,1,1,21,7,742,4,0
2,7,1,1,0,486,0,1,21,7,1877,1,1
2,9,1,2,0,237,1,0,21,7,18,1,0
2,1,2,1,0,695,1,0,21,7,167,1,0
2,7,1,2,0,4,0,0,21,7,84,1,0
2,4,0,2,0,28,1,0,21,7,142,1,0
2,4,1,3,0,0,1,0,21,7,295,3,0
2,4,1,3,0,2704,1,0,21,7,443,1,0
2,1,1,2,0,799,1,0,21,7,181,1,0
2,1,2,2,0,0,1,0,21,7,292,8,0
2,1,1,2,0,0,1,0,21,7,676,1,0
2,3,1,1,0,19,1,0,21,7,171,1,0
1,1,2,2,0,188,1,1,21,7,46,1,0
2,9,1,2,0,0,1,0,21,7,112,1,0
1,10,1,2,0,-353,0,1,21,7,299,1,0
2,0,0,2,0,1890,1,0,21,7,588,1,0
2,4,1,3,0,5865,1,0,21,7,250,1,0
2,7,1,2,0,382,1,1,21,7,149,7,0
1,1,1,1,0,2591,1,0,21,7,129,2,0
2,3,0,2,1,34,0,0,21,7,208,3,0
2,4,1,3,0,2123,1,0,21,7,249,3,0
2,5,1,1,0,340,1,0,21,7,1220,1,0
2,1,0,1,0,-19,1,0,21,7,407,11,0
1,3,2,1,1,-1006,1,1,21,7,222,1,0
2,5,1,1,0,4,0,0,21,7,50,5,0
2,1,1,2,0,-60,1,0,21,7,250,1,0
1,2,2,3,0,81,0,0,21,7,262,3,0
2,1,1,2,0,-596,1,0,21,7,147,1,0
2,8,1,2,0,0,0,0,21,7,100,1,0
2,5,0,1,0,685,0,1,21,7,89,1,0
2,4,1,1,0,687,1,1,21,7,107,3,0
2,2,1,1,0,0,1,0,21,7,132,3,0
2,6,1,2,1,0,0,1,21,7,320,1,0
2,7,1,2,0,171,0,0,21,7,71,9,0
2,9,0,2,0,-397,1,1,21,7,91,9,0
2,4,1,3,0,230,0,1,21,7,149,2,0
2,0,1,2,0,799,0,0,21,7,128,2,0
1,0,2,2,0,105,0,1,21,7,392,1,0
1,1,1,2,0,-49,1,1,21,7,210,1,0
2,4,1,2,0,966,0,0,21,7,50,4,0
1,8,1,3,0,10,1,0,21,7,857,4,1
2,1,1,1,0,-41,1,0,21,7,68,10,0
2,9,1,3,0,-888,0,1,21,7,298,1,0
1,7,2,2,0,-453,1,0,21,7,213,1,0
2,0,1,2,0,73,0,0,21,7,195,1,0
1,9,1,2,0,-910,1,0,21,7,260,1,0
2,4,1,3,0,0,1,0,21,7,474,1,0
2,10,1,2,0,3,0,0,21,7,231,2,0
2,2,2,2,0,475,0,1,21,7,936,4,0
1,4,1,3,0,3,1,1,21,7,690,3,0
2,4,1,3,0,3795,1,1,21,7,381,1,0
2,1,0,1,0,0,1,0,21,7,211,2,0
2,3,1,1,0,1037,1,0,21,7,319,1,0
2,4,1,3,0,1598,0,1,21,7,312,1,0
1,0,2,2,0,579,1,0,21,7,60,2,0
2,9,0,2,0,672,0,0,21,7,71,9,0
2,0,1,2,0,0,1,0,21,7,366,3,0
1,4,2,3,0,1035,1,0,21,7,862,2,0
2,9,1,3,0,2690,1,0,21,7,71,5,0
2,4,0,3,0,-398,1,1,21,7,172,1,0
2,9,1,2,1,55,1,0,21,7,291,1,0
2,3,1,1,0,201,1,0,21,7,91,1,0
2,4,1,3,0,272,1,0,21,7,237,2,0
2,3,1,2,0,127,1,0,21,7,1130,8,1
1,1,2,1,0,409,1,0,21,7,577,2,1
2,4,0,3,0,9,1,0,21,7,509,1,0
2,7,1,2,0,1301,1,0,21,7,510,6,0
2,4,1,3,0,1889,0,0,21,7,256,1,0
2,4,0,3,0,2105,0,1,21,7,363,1,0
2,0,2,2,0,664,0,0,21,7,1342,2,1
1,7,1,2,0,6567,1,0,21,7,522,1,0
2,5,2,2,0,-609,0,1,21,7,168,1,0
1,9,1,3,0,0,0,0,21,7,306,1,0
2,2,1,2,0,187,0,1,21,7,354,1,0
1,4,1,3,0,74,1,0,21,7,106,3,0
2,1,2,3,0,0,1,0,21,7,262,4,0
2,1,1,1,0,273,1,0,21,7,91,3,0
2,7,0,2,0,828,1,0,21,7,87,1,0
1,7,1,2,0,57,1,0,21,7,342,9,0
2,5,1,2,0,-14,0,1,21,7,564,5,0
2,9,2,2,1,96,0,1,21,7,181,2,0
1,9,2,2,0,-213,0,1,21,7,418,5,0
2,4,1,3,0,0,1,0,21,7,199,3,0
2,4,1,1,0,405,0,0,21,7,251,2,0
1,9,2,2,0,223,0,1,21,7,1002,3,1
1,4,1,3,0,1109,1,0,21,7,833,5,0
2,1,1,2,0,1484,0,0,21,7,274,3,0
1,1,1,2,0,62,0,0,21,7,241,3,0
2,1,1,1,0,8,0,1,21,7,564,2,0
2,3,1,1,0,352,0,0,21,7,132,10,0
2,1,1,1,0,0,0,0,21,7,47,2,0
2,9,1,2,0,101,1,0,21,7,338,3,0
1,0,2,2,0,289,1,0,21,7,127,3,0
2,4,2,3,0,-324,0,1,21,7,985,11,1
1,0,1,2,0,233,1,0,21,7,236,3,0
2,3,1,1,0,688,0,0,21,7,67,2,0
2,4,1,1,0,57,0,1,21,7,162,2,0
1,1,1,1,0,544,0,1,21,7,121,4,0
2,7,1,2,0,-448,1,0,21,7,929,15,0
2,5,1,1,0,177,0,1,21,7,91,4,0
2,7,1,2,0,5,1,0,21,7,59,4,0
2,0,0,2,1,0,0,1,21,7,126,3,0
2,1,1,1,0,0,1,0,21,7,81,4,0
2,7,2,2,0,-30,0,0,21,7,1360,3,1
2,7,1,2,0,6687,1,0,21,7,91,3,0
2,4,2,3,0,1253,0,0,21,7,1134,5,1
1,4,2,3,0,872,1,0,21,7,173,2,0
2,7,1,2,0,472,0,1,21,7,86,4,0
1,9,1,2,0,444,1,0,21,7,130,4,0
2,4,0,3,0,3926,1,0,21,7,208,2,0
2,7,1,2,0,-406,1,1,21,7,276,2,0
2,5,2,1,0,6570,0,0,21,7,106,3,0
2,1,1,2,1,-750,1,1,21,7,251,3,0
2,9,0,2,0,-403,0,1,21,7,482,2,0
2,0,2,3,0,45789,0,0,21,7,21,31,0
2,4,1,2,0,1007,1,0,21,7,240,2,0
1,1,1,2,0,358,0,0,21,7,88,5,0
2,0,1,3,0,289,0,0,21,7,150,4,0
2,1,1,2,0,1654,1,1,21,7,167,2,0
2,0,1,1,0,-175,1,0,21,7,86,9,0
2,9,1,2,0,-18,1,0,21,7,105,2,0
2,4,0,3,0,54,0,1,21,7,34,3,0
2,0,1,2,0,26,1,0,21,7,105,10,0
2,4,1,3,0,1,1,1,21,7,551,8,0
2,1,1,2,0,-898,1,1,21,7,322,3,0
2,9,1,2,0,-160,1,0,21,7,898,5,0
2,9,1,2,0,0,1,0,21,7,193,5,0
2,9,1,2,0,150,1,0,21,7,177,3,0
2,9,1,3,0,-1053,1,0,21,7,357,3,0
2,4,1,3,0,393,1,1,21,7,419,2,0
2,3,1,2,0,3902,1,0,21,7,78,4,0
1,7,2,2,0,79,0,1,21,7,24,28,0
2,0,2,2,0,585,1,0,21,7,147,5,0
2,3,1,3,0,1437,1,0,21,7,100,11,0
2,9,1,2,0,307,0,0,21,7,145,2,0
2,9,2,3,0,378,1,0,21,7,184,21,0
2,7,1,2,1,-433,1,0,21,7,111,2,0
2,1,1,2,0,-249,1,1,21,7,189,3,0
2,2,1,2,0,10,1,0,21,7,314,7,0
2,1,0,1,0,0,1,0,21,7,322,2,0
2,1,1,1,0,421,1,0,21,7,445,4,0
2,7,0,2,0,1043,1,0,21,7,97,3,0
2,0,1,2,0,907,1,0,21,7,722,3,0
2,7,2,2,0,510,0,0,22,7,68,4,0
2,1,1,1,0,236,0,1,22,7,166,2,0
2,7,1,2,0,0,1,0,22,7,44,8,0
2,9,1,1,0,284,0,0,22,7,70,9,0
1,1,1,1,0,1,1,1,22,7,80,2,0
2,0,1,2,0,5169,0,0,22,7,72,14,0
2,0,2,2,0,4344,1,0,22,7,159,3,0
2,9,1,3,0,45,0,0,22,7,125,4,0
2,4,1,1,0,4758,1,0,22,7,712,6,1
2,1,1,1,0,6393,0,0,22,7,156,20,0
2,4,1,3,0,4315,1,0,22,7,181,11,0
2,10,1,3,0,0,0,1,22,7,85,3,0
2,4,2,3,0,-149,1,0,22,7,383,3,0
1,0,1,2,0,874,1,0,22,7,93,2,0
2,7,1,2,0,145,0,1,22,7,152,2,0
2,7,1,2,0,939,1,0,22,7,87,3,0
2,4,1,3,0,36,0,1,22,7,46,3,0
1,1,2,2,0,28,0,0,22,7,68,3,0
2,3,0,2,0,555,1,0,22,7,261,3,0
2,0,1,2,0,1733,0,1,22,7,204,3,0
2,0,2,2,0,112,1,0,22,7,102,7,0
2,9,0,3,0,2611,1,0,22,7,637,2,0
2,2,1,3,0,651,1,1,22,7,121,2,0
2,1,1,2,0,56,1,0,22,7,238,2,0
2,9,1,2,0,561,1,0,22,7,95,1,0
2,3,0,1,0,1412,0,0,22,7,127,4,0
2,4,0,3,0,-496,1,1,22,7,420,3,0
2,5,1,1,0,161,0,1,22,7,121,2,0
2,4,1,3,0,578,0,1,22,7,29,2,0
2,9,1,2,0,-847,0,1,22,7,312,1,0
1,1,1,1,0,202,0,1,22,7,41,1,0
2,0,1,2,0,-17,1,0,22,7,76,1,0
1,1,1,2,0,2,1,0,22,7,96,1,0
2,0,1,2,0,290,1,0,22,7,1352,2,1
2,3,1,1,0,4279,1,0,22,7,98,1,0
2,5,2,2,0,-330,0,1,22,7,69,6,0
2,1,1,2,0,420,1,0,22,7,58,1,0
2,5,1,2,0,-252,0,0,22,7,438,3,0
1,0,1,2,0,32,1,1,22,7,163,1,0
2,4,1,3,0,1703,1,0,22,7,153,5,0
2,0,0,3,0,0,1,1,22,7,139,3,0
1,1,2,2,0,0,1,0,22,7,135,1,0
2,0,2,2,0,22,1,0,22,7,77,5,0
2,0,1,2,0,1715,0,0,22,7,211,8,0
2,9,0,2,1,-113,0,1,22,7,314,4,0
1,2,1,3,0,38,1,0,22,7,278,5,0
2,9,1,2,0,1,0,0,22,7,344,3,0
1,4,1,3,0,1,1,0,22,7,152,1,0
2,4,2,3,0,30,1,0,22,7,1077,1,1
2,4,1,3,0,553,1,0,22,7,72,1,0
2,9,2,2,0,-59,1,0,22,7,70,1,0
2,3,0,2,0,1406,1,0,22,7,178,1,0
2,1,1,2,0,942,0,0,22,7,425,2,0
1,7,1,2,0,44,1,1,22,7,90,1,0
2,2,1,3,0,121,1,0,22,7,80,1,0
2,9,0,2,0,-263,1,0,22,7,307,1,0
1,0,1,2,0,512,1,0,22,7,259,1,0
1,7,2,2,0,47,1,0,22,7,161,1,0
2,9,2,3,0,1257,1,0,22,7,66,1,0
1,9,2,2,0,-496,1,1,22,7,422,8,0
2,0,1,2,0,0,1,0,22,7,185,1,0
2,7,1,2,0,1305,0,0,22,7,255,1,0
1,1,1,2,0,210,0,1,22,7,518,1,0
2,9,1,3,0,788,0,1,22,7,168,3,0
2,4,2,3,0,27,0,1,22,7,255,1,0
2,3,1,2,0,399,1,0,22,7,139,1,0
1,7,0,2,0,10,1,0,22,7,527,1,0
2,4,0,3,0,81,0,1,22,7,560,1,1
2,7,1,2,0,-378,1,1,22,7,132,6,0
2,4,1,3,0,85,1,0,22,7,702,2,0
2,4,1,3,0,0,0,0,22,7,81,2,0
1,9,2,2,0,0,0,1,22,7,188,2,0
2,9,2,3,0,259,0,0,22,7,407,4,0
2,0,1,2,0,2,1,1,22,7,254,1,0
2,2,1,2,0,2239,1,0,22,7,176,1,0
2,4,1,3,0,0,0,0,22,7,89,1,0
2,4,1,3,0,109,1,0,22,7,268,1,0
2,6,1,2,0,0,1,0,22,7,150,1,0
2,9,1,2,0,196,0,0,22,7,367,1,0
2,5,0,1,0,-137,1,0,22,7,152,1,0
2,0,2,2,0,241,0,0,22,7,490,1,0
2,9,1,2,0,0,1,0,22,7,1545,1,1
2,2,1,3,0,2089,1,0,22,7,40,1,0
2,4,1,3,0,1336,1,1,22,7,65,1,0
2,4,1,3,0,216,0,0,22,7,47,1,0
2,3,1,2,0,1103,0,0,22,7,274,6,0
2,1,2,1,0,0,1,1,22,7,118,1,0
2,9,2,2,0,-504,0,1,22,7,108,1,0
2,9,1,3,0,0,1,0,22,7,520,1,0
2,4,1,3,1,8,1,0,22,7,56,3,0
2,3,1,3,0,228,1,0,22,7,89,1,0
1,0,1,2,0,-790,1,0,22,7,273,4,0
1,1,1,1,0,-235,1,0,22,7,189,1,0
2,7,1,2,0,145,1,0,22,7,74,13,0
2,4,1,3,0,322,1,0,22,7,485,1,0
2,1,1,2,0,80,1,1,22,7,271,1,0
1,1,1,2,0,3,0,0,22,7,115,1,0
2,0,1,2,0,194,0,1,22,7,71,2,0
2,0,1,2,0,-379,1,0,22,7,599,2,0
2,7,2,2,0,418,1,0,22,7,247,1,0
2,6,1,1,0,0,1,0,22,7,215,1,0
1,2,1,2,0,-346,1,1,22,7,88,1,0
1,6,2,2,0,192,0,0,22,7,423,1,0
1,8,2,3,0,652,1,0,22,7,285,1,0
2,0,1,2,0,121,0,0,22,7,22,6,0
2,2,1,2,0,0,1,0,22,7,200,1,0
2,10,1,2,0,136,0,1,22,7,246,1,0
2,4,1,3,0,268,1,0,22,7,352,3,0
2,3,1,1,0,380,1,0,22,7,188,5,0
1,4,2,3,0,3,1,1,22,7,506,1,0
2,0,1,2,0,0,0,1,22,7,136,2,0
2,2,1,2,0,0,1,0,22,7,117,1,0
1,9,2,2,0,7,1,0,22,7,188,2,0
2,4,2,3,0,0,1,0,22,7,455,2,0
2,9,1,3,0,0,1,0,22,7,65,1,0
2,9,1,2,0,1118,1,0,22,7,27,1,0
2,7,1,2,0,0,1,0,22,7,272,1,0
1,0,2,3,0,89,1,0,22,7,120,1,0
2,1,1,2,0,345,1,0,22,7,605,1,0
1,6,1,3,0,476,0,1,22,7,630,1,0
2,10,1,3,0,283,1,0,22,7,151,2,0
1,4,2,3,0,14,0,1,22,7,90,1,0
2,3,1,1,0,167,1,0,22,7,106,2,0
2,1,1,2,0,0,0,1,22,7,127,2,0
2,9,1,3,0,328,1,0,22,7,654,2,1
1,1,1,1,0,399,1,0,22,7,1288,2,0
2,4,1,2,0,0,1,1,22,7,59,1,0
2,3,1,1,0,0,0,1,22,7,124,1,0
1,1,2,2,0,1285,0,0,22,7,29,16,0
2,2,0,3,0,1730,0,0,22,7,156,3,0
2,0,1,2,0,0,0,0,22,7,73,2,0
2,4,2,3,0,-295,0,1,22,7,333,2,0
1,4,2,3,0,77,0,0,22,7,267,1,0
1,0,2,2,0,18,1,0,22,7,129,1,0
2,9,1,2,0,54,1,1,22,7,106,2,0
2,0,1,2,0,252,1,0,22,7,270,2,0
2,1,1,1,0,247,0,1,22,7,283,1,0
2,1,1,2,0,1924,1,1,22,7,81,1,0
2,4,1,3,0,-199,1,0,22,7,261,12,0
2,9,1,3,0,255,0,0,22,7,114,1,0
2,9,2,3,0,342,1,0,22,7,70,1,0
2,4,1,3,0,0,1,0,22,7,99,1,0
2,4,1,2,0,-1,0,0,22,7,139,1,0
2,9,2,3,0,145,0,0,22,7,1833,2,1
1,4,1,3,0,877,1,0,22,7,611,1,0
2,4,0,3,0,621,0,1,22,7,87,2,0
2,4,2,3,0,78,1,0,22,7,369,2,0
2,0,1,3,0,0,1,0,22,7,62,1,0
2,1,1,1,1,0,0,1,22,7,431,8,0
2,4,2,3,0,269,0,1,22,7,86,1,0
1,4,1,3,0,3,1,0,22,7,67,9,0
1,2,2,3,0,676,0,1,22,7,214,1,0
1,9,2,2,0,1842,1,1,22,7,611,1,0
2,9,2,2,0,201,0,0,22,7,257,2,0
1,1,1,1,0,5116,1,0,22,7,246,3,0
1,7,2,2,0,311,1,0,22,7,654,1,0
2,0,0,2,0,175,0,0,22,7,112,3,0
2,3,1,1,0,5,0,1,22,7,204,2,0
2,1,1,2,0,5275,0,1,22,7,1029,3,0
2,4,0,3,0,3163,1,0,22,7,211,3,0
2,9,1,2,0,83,0,0,22,7,135,3,0
2,7,2,3,0,143,1,1,22,7,115,3,0
1,1,1,1,0,413,1,0,22,7,443,1,0
2,4,1,3,0,149,1,1,22,7,153,1,0
2,9,1,1,0,2309,1,0,22,7,578,1,0
2,4,1,3,0,2183,1,0,22,7,209,1,0
2,0,1,2,0,2993,1,0,22,7,24,12,0
2,1,1,2,0,162,0,1,22,7,675,2,0
2,1,2,2,0,1139,1,0,22,7,101,1,0
2,6,1,2,0,189,1,0,22,7,632,1,0
2,4,1,3,0,423,0,0,22,7,212,17,0
1,7,2,3,0,9965,1,0,22,7,662,1,0
1,4,2,3,0,187,1,0,22,7,263,2,0
2,0,1,2,0,57,0,1,22,7,50,2,0
2,9,1,2,0,272,0,1,22,7,563,1,0
1,1,2,2,0,-247,0,1,22,7,264,1,0
2,1,1,2,0,0,1,1,22,7,124,2,0
2,4,0,3,0,3092,1,0,22,7,165,2,0
2,2,0,2,0,105,0,1,22,7,275,4,0
2,7,0,2,1,-404,1,0,22,7,502,3,0
1,7,2,2,0,47,0,0,22,7,405,2,0
2,4,1,3,0,-124,0,1,22,7,182,1,0
2,0,1,2,0,644,0,1,22,7,92,1,0
1,8,2,2,0,141,0,0,22,7,128,1,0
2,3,1,2,0,0,1,0,22,7,160,1,0
1,9,2,2,0,285,0,0,22,7,139,1,0
2,7,1,2,0,87,0,0,22,7,183,1,0
2,7,1,2,0,33,1,0,22,7,181,1,0
2,7,2,1,0,204,1,0,22,7,134,1,0
2,7,1,2,0,3444,1,0,22,7,487,4,0
2,4,1,3,0,9,1,0,22,7,82,3,0
2,4,1,3,0,1790,1,0,22,7,681,1,0
1,1,1,1,0,237,1,0,22,7,283,6,0
1,9,2,2,0,-525,1,1,22,7,417,1,0
1,7,2,2,1,-1,0,0,22,7,60,2,0
2,6,1,3,0,127,0,0,22,7,77,1,0
2,4,1,3,0,347,1,0,22,7,282,1,0
2,1,1,2,0,2013,0,1,22,7,226,1,0
2,5,1,2,0,1339,0,1,22,7,137,1,0
1,1,1,2,0,537,1,0,22,7,661,2,0
2,7,0,2,0,14,0,1,22,7,445,2,0
2,2,1,3,0,964,1,0,22,7,370,2,0
1,0,2,2,0,321,1,0,22,7,242,7,0
2,1,0,2,0,2551,1,1,22,7,1408,2,0
2,0,0,2,0,74,1,0,22,7,514,11,0
2,4,1,3,0,122,1,0,22,7,126,3,0
2,4,0,3,0,0,0,1,22,7,176,4,0
2,9,2,2,0,144,0,0,22,7,163,2,0
2,0,2,2,0,1,1,0,22,7,483,7,0
2,6,1,3,0,0,1,0,22,7,392,2,0
2,0,1,2,0,651,1,0,22,7,608,3,0
2,7,0,2,0,957,0,1,22,7,145,4,0
2,3,0,1,0,34,1,0,22,7,160,2,0
2,4,2,3,0,219,0,0,22,7,160,6,0
2,1,1,1,0,-81,1,0,22,7,261,1,0
2,4,1,3,0,348,0,1,22,7,307,1,0
1,4,2,2,0,0,1,0,22,7,403,7,0
2,9,2,3,0,228,1,0,22,7,387,4,0
1,9,2,2,0,-247,0,1,22,7,211,1,0
1,1,1,2,0,751,1,0,22,7,598,5,1
2,1,1,1,0,197,1,0,22,7,181,1,0
2,5,1,1,0,3126,1,0,22,7,237,1,0
2,1,1,2,0,2926,1,1,22,7,477,2,0
2,4,2,3,0,4331,1,0,22,7,318,1,0
2,1,0,2,0,474,0,0,22,7,400,2,0
2,0,2,2,0,-301,0,1,22,7,312,3,0
2,7,1,1,0,440,0,1,22,7,249,21,0
2,3,1,1,0,0,1,0,22,7,186,2,0
1,7,2,2,1,0,0,1,22,7,240,10,0
2,9,1,2,0,33,0,0,22,7,158,5,0
2,3,0,3,0,4306,0,0,22,7,107,2,0
2,1,1,1,0,318,0,0,22,7,287,2,0
2,1,1,2,0,-130,1,0,22,7,124,2,0
2,9,0,2,0,-556,1,1,22,7,270,2,0
1,9,2,3,0,968,0,1,22,7,470,2,0
2,10,1,3,0,1634,1,0,22,7,168,4,0
2,0,1,2,0,2991,1,0,22,7,139,3,0
2,0,2,2,0,507,1,0,22,7,560,2,1
2,4,1,3,0,995,1,0,22,7,96,2,0
2,4,1,3,0,409,0,0,22,7,100,7,0
1,1,1,2,0,791,1,1,22,7,137,2,0
1,1,2,2,0,0,0,0,22,7,55,3,0
1,7,1,2,0,-379,1,1,22,7,1237,7,1
2,4,1,2,0,-588,1,0,22,7,81,4,0
2,9,0,2,0,-369,0,0,22,7,246,4,0
1,4,1,2,0,143,1,0,22,7,44,13,0
2,0,2,2,0,-327,0,0,22,7,345,5,0
1,4,1,2,0,2,1,0,22,7,493,5,0
2,4,1,3,0,-196,1,0,22,7,216,2,0
2,9,2,2,0,920,1,0,22,7,187,4,0
2,0,1,2,0,84,1,0,22,7,580,3,0
2,3,0,1,0,94,1,0,22,7,184,4,0
1,4,2,2,0,-38,0,0,22,7,443,2,0
3,9,1,2,0,50,1,0,22,7,213,5,0
2,0,1,2,0,635,0,0,22,7,400,8,0
1,7,2,3,0,238,1,0,22,7,156,3,0
