age,job,marital,education,balance,housing,loan,month,duration,campaign,y
2.0,1.0,1.0,1.0,10333,1,0,6,579,4,0
2.0,10.0,0.0,3.0,8903,1,0,11,336,6,0
2.0,4.0,1.0,3.0,4307,1,0,5,91,3,0
2.0,7.0,2.0,2.0,3269,0,1,11,381,1,0
2.0,4.0,1.0,3.0,-601,1,0,5,509,2,0
1.0,1.0,2.0,2.0,195,0,0,7,1339,3,0
2.0,1.0,1.0,2.0,0,1,0,11,188,2,0
1.0,7.0,2.0,2.0,197,1,0,5,19,2,0
2.0,1.0,1.0,1.0,1742,1,0,5,420,2,0
2.0,2.0,1.0,2.0,0,0,0,5,6,4,0
2.0,9.0,1.0,2.0,950,1,0,7,1272,1,0
2.0,4.0,2.0,3.0,648,1,0,7,462,2,0
2.0,1.0,1.0,1.0,0,1,1,5,390,3,0
2.0,3.0,2.0,2.0,68,0,1,7,85,3,0
2.0,10.0,0.0,2.0,41,1,0,5,249,4,0
1.0,0.0,2.0,2.0,2768,1,0,1,69,1,0
2.0,1.0,1.0,1.0,3713,1,1,8,170,2,0
2.0,10.0,1.0,2.0,582,1,0,5,96,2,0
2.0,1.0,0.0,1.0,419,1,1,5,96,4,0
1.0,7.0,1.0,2.0,311,1,0,5,50,1,0
2.0,7.0,0.0,2.0,28,1,1,5,313,2,0
2.0,7.0,1.0,2.0,322,1,1,6,590,4,0
2.0,4.0,1.0,2.0,8262,1,0,4,150,1,0
1.0,7.0,1.0,2.0,637,1,0,5,69,5,0
2.0,6.0,1.0,3.0,425,0,0,6,147,1,0
2.0,1.0,1.0,2.0,0,0,1,4,101,5,0
2.0,1.0,0.0,2.0,221,0,0,7,149,13,0
2.0,1.0,1.0,2.0,0,1,0,11,52,2,0
2.0,1.0,1.0,2.0,372,1,0,5,132,2,0
2.0,0.0,1.0,2.0,373,0,0,8,98,10,0
2.0,1.0,1.0,1.0,767,1,0,5,296,3,0
2.0,9.0,2.0,3.0,825,1,0,4,38,1,0
2.0,9.0,1.0,2.0,319,1,0,1,29,1,0
2.0,1.0,1.0,2.0,467,1,0,5,494,2,0
2.0,4.0,1.0,3.0,8,1,0,11,6,1,0
2.0,0.0,2.0,1.0,683,0,0,4,73,1,0
2.0,4.0,0.0,3.0,5009,1,0,7,1083,2,0
2.0,0.0,1.0,2.0,1651,0,0,2,246,1,0
1.0,4.0,1.0,3.0,0,1,0,7,127,1,0
2.0,4.0,1.0,2.0,1471,1,0,11,233,2,0
2.0,4.0,1.0,3.0,-470,1,0,5,506,2,0
2.0,9.0,0.0,2.0,791,1,0,7,268,2,0
2.0,1.0,1.0,1.0,175,1,1,2,430,2,0
1.0,3.0,2.0,2.0,-319,0,1,7,89,2,0
2.0,1.0,1.0,1.0,669,1,0,5,161,3,0
1.0,4.0,2.0,3.0,6,1,1,5,225,1,0
2.0,0.0,1.0,1.0,2232,0,0,6,219,1,0
2.0,7.0,1.0,1.0,860,0,0,7,80,1,0
2.0,2.0,2.0,2.0,1808,0,0,11,84,1,0
2.0,9.0,1.0,2.0,5,0,0,8,98,2,0
2.0,6.0,1.0,2.0,100,0,0,8,358,4,0
2.0,0.0,1.0,2.0,367,1,0,2,89,1,0
1.0,6.0,2.0,3.0,137,1,0,5,214,1,0
2.0,4.0,2.0,2.0,109,1,0,5,64,3,0
2.0,4.0,1.0,3.0,7049,0,0,6,647,2,0
2.0,4.0,1.0,3.0,208,0,0,8,170,4,0
2.0,4.0,2.0,3.0,54,0,0,5,262,2,0
2.0,1.0,1.0,1.0,-327,1,1,5,691,1,0
2.0,1.0,1.0,2.0,1096,1,1,2,174,2,0
2.0,4.0,1.0,2.0,830,0,0,8,155,6,0
1.0,2.0,2.0,2.0,638,0,0,7,358,6,0
2.0,7.0,1.0,2.0,1053,1,0,1,99,1,0
1.0,1.0,2.0,2.0,383,0,0,5,101,1,0
2.0,0.0,1.0,1.0,1330,1,0,5,415,8,0
2.0,1.0,1.0,2.0,15740,1,0,5,252,2,0
2.0,6.0,1.0,2.0,173,0,0,8,205,4,0
2.0,1.0,1.0,1.0,2958,1,0,4,580,1,0
1.0,9.0,2.0,2.0,156,1,0,5,574,5,0
1.0,1.0,0.0,2.0,-300,0,0,5,192,1,0
2.0,0.0,1.0,2.0,326,1,0,5,99,2,0
1.0,1.0,1.0,2.0,23,1,0,5,129,2,0
2.0,4.0,1.0,3.0,1697,0,0,6,55,2,0
2.0,4.0,0.0,3.0,93,0,0,7,219,2,0
2.0,10.0,2.0,3.0,361,0,0,2,1837,1,0
2.0,3.0,1.0,1.0,136,0,0,7,92,2,0
2.0,1.0,1.0,1.0,240,1,0,5,373,3,0
1.0,4.0,1.0,3.0,0,1,0,7,91,2,0
2.0,4.0,1.0,3.0,2326,1,0,11,7,5,0
1.0,9.0,2.0,2.0,-156,0,1,7,119,2,0
2.0,0.0,2.0,2.0,-15,0,0,5,326,3,0
2.0,3.0,0.0,1.0,3180,0,0,6,28,1,0
2.0,6.0,1.0,3.0,804,1,0,11,94,1,0
2.0,9.0,2.0,2.0,75,1,0,5,485,2,0
2.0,4.0,1.0,3.0,-4,1,0,5,72,1,0
2.0,9.0,2.0,3.0,1710,1,0,5,439,1,0
2.0,1.0,1.0,1.0,170,1,1,5,113,3,0
2.0,7.0,1.0,2.0,206,1,1,5,370,1,0
2.0,0.0,0.0,2.0,6,0,0,6,140,1,0
2.0,2.0,1.0,2.0,348,1,0,5,139,2,0
2.0,1.0,2.0,2.0,707,1,0,5,52,2,0
2.0,4.0,2.0,3.0,714,1,0,5,609,1,0
2.0,7.0,1.0,3.0,0,1,0,6,312,2,0
2.0,1.0,1.0,2.0,4795,1,0,4,57,1,0
1.0,4.0,1.0,3.0,-346,0,0,1,290,2,0
2.0,4.0,1.0,3.0,949,1,0,5,245,2,0
2.0,4.0,2.0,3.0,2555,1,0,5,129,2,0
2.0,9.0,1.0,2.0,613,1,0,5,432,2,0
2.0,0.0,0.0,2.0,2353,1,0,5,435,7,0
2.0,10.0,2.0,2.0,2613,1,0,7,174,6,0
2.0,9.0,1.0,2.0,19,1,0,5,130,2,0
2.0,4.0,2.0,3.0,-248,1,1,5,109,1,0
2.0,7.0,1.0,2.0,1027,1,0,4,63,2,0
2.0,7.0,1.0,2.0,946,1,0,4,295,2,0
2.0,9.0,1.0,2.0,630,0,0,8,241,6,0
2.0,3.0,1.0,2.0,411,1,0,5,210,3,0
1.0,0.0,2.0,3.0,760,1,0,2,58,2,0
1.0,1.0,2.0,2.0,339,1,0,7,353,1,0
2.0,9.0,1.0,2.0,170,1,0,5,200,2,0
2.0,1.0,2.0,2.0,550,1,0,4,90,3,0
2.0,6.0,2.0,3.0,876,1,0,11,145,2,0
2.0,1.0,2.0,2.0,24,0,0,5,68,1,0
2.0,0.0,1.0,1.0,976,1,0,6,137,3,0
2.0,0.0,1.0,2.0,1499,1,0,4,186,1,0
2.0,1.0,1.0,1.0,191,1,0,5,162,2,0
2.0,5.0,0.0,2.0,4166,1,0,5,378,1,0
1.0,7.0,2.0,2.0,370,0,0,11,142,1,0
2.0,9.0,2.0,2.0,175,1,0,1,219,1,0
3.0,5.0,1.0,1.0,4066,0,0,4,104,6,0
2.0,0.0,0.0,2.0,-120,1,0,5,211,1,0
2.0,7.0,0.0,2.0,281,1,1,5,267,1,0
2.0,9.0,1.0,2.0,195,1,0,5,145,1,0
2.0,1.0,0.0,2.0,3102,1,0,11,138,1,0
2.0,4.0,2.0,3.0,1716,0,0,11,157,4,0
1.0,1.0,1.0,2.0,-28,1,0,5,393,1,0
1.0,7.0,2.0,2.0,31,1,0,5,82,1,0
2.0,9.0,2.0,2.0,2979,0,0,5,156,1,0
2.0,1.0,1.0,1.0,2047,1,0,5,163,2,0
2.0,7.0,1.0,2.0,-8,0,0,8,159,2,0
2.0,7.0,2.0,2.0,8289,0,0,6,133,2,0
2.0,7.0,1.0,2.0,668,1,1,5,12,5,0
1.0,1.0,1.0,1.0,178,1,0,6,833,2,0
2.0,9.0,2.0,2.0,884,1,1,7,128,2,0
2.0,9.0,1.0,2.0,1066,0,0,5,125,1,0
1.0,0.0,2.0,3.0,336,0,0,5,135,1,0
2.0,1.0,1.0,1.0,1884,0,0,6,68,4,0
2.0,1.0,1.0,2.0,860,1,0,5,312,1,0
2.0,4.0,1.0,3.0,5010,0,0,11,530,1,0
2.0,4.0,1.0,3.0,308,1,0,7,125,5,0
2.0,7.0,1.0,2.0,0,1,0,7,163,2,0
2.0,4.0,1.0,3.0,5927,0,0,2,256,2,0
2.0,9.0,2.0,2.0,287,1,0,7,84,3,0
2.0,4.0,1.0,2.0,8262,1,0,7,201,16,0
2.0,10.0,1.0,2.0,1243,1,1,5,157,4,0
2.0,0.0,1.0,2.0,2082,0,0,6,82,1,0
2.0,2.0,1.0,3.0,0,0,1,7,138,4,0
1.0,8.0,2.0,2.0,96,0,0,2,291,1,0
2.0,1.0,1.0,1.0,1111,0,0,8,385,9,0
2.0,1.0,1.0,2.0,942,0,0,7,425,2,0
2.0,7.0,1.0,2.0,1674,1,1,2,144,1,0
1.0,9.0,2.0,2.0,2610,1,1,6,626,1,0
2.0,0.0,2.0,2.0,61,1,0,5,65,1,0
1.0,1.0,1.0,2.0,1341,1,1,5,254,2,0
2.0,4.0,2.0,3.0,1696,1,0,5,878,3,0
2.0,1.0,1.0,1.0,126,1,0,5,170,2,0
2.0,7.0,1.0,2.0,517,1,0,5,420,2,0
2.0,9.0,1.0,2.0,7876,1,0,11,212,1,0
2.0,2.0,2.0,2.0,67,0,0,8,67,2,0
2.0,4.0,1.0,3.0,-22,0,0,1,128,1,0
2.0,1.0,1.0,1.0,354,1,0,5,47,1,0
2.0,9.0,1.0,2.0,3207,0,0,8,85,12,0
2.0,1.0,1.0,2.0,563,1,0,7,27,1,0
2.0,4.0,1.0,3.0,771,1,0,8,106,8,0
2.0,1.0,1.0,1.0,89,0,1,7,336,4,0
2.0,4.0,1.0,3.0,-585,1,0,7,196,4,0
2.0,9.0,1.0,2.0,0,0,1,2,351,2,0
1.0,9.0,2.0,3.0,452,1,0,5,59,1,0
2.0,0.0,2.0,2.0,554,1,0,2,94,1,0
2.0,6.0,1.0,3.0,21861,0,0,6,486,2,0
2.0,7.0,2.0,2.0,516,1,0,5,187,1,0
2.0,9.0,1.0,2.0,-384,1,0,8,114,4,0
1.0,1.0,1.0,1.0,399,1,0,7,1288,2,0
2.0,0.0,1.0,1.0,31,1,0,5,144,1,0
2.0,4.0,2.0,3.0,1,1,0,5,80,1,0
2.0,4.0,1.0,3.0,403,0,0,7,255,2,0
1.0,0.0,1.0,2.0,383,1,1,7,238,2,0
2.0,4.0,1.0,3.0,7124,0,0,6,301,6,0
2.0,4.0,1.0,3.0,446,0,0,3,133,4,0
2.0,0.0,0.0,2.0,1089,1,0,5,83,5,0
2.0,0.0,1.0,2.0,1097,1,1,2,174,1,0
2.0,4.0,2.0,2.0,4527,1,0,5,140,1,0
1.0,9.0,2.0,2.0,3,0,0,6,68,6,0
2.0,10.0,2.0,2.0,145,0,0,7,354,1,0
2.0,1.0,1.0,1.0,147,1,0,5,116,2,0
1.0,1.0,2.0,1.0,619,1,1,5,305,1,0
2.0,1.0,1.0,1.0,146,1,1,5,53,5,0
2.0,4.0,1.0,3.0,6404,1,1,7,304,1,0
2.0,2.0,1.0,1.0,1953,1,0,5,95,3,0
2.0,4.0,0.0,3.0,81,1,1,8,49,4,0
2.0,4.0,1.0,1.0,0,1,1,11,123,3,0
2.0,0.0,2.0,2.0,-15,0,0,5,214,2,0
1.0,0.0,2.0,2.0,787,1,0,5,164,1,0
2.0,0.0,1.0,1.0,215,1,1,7,210,2,0
1.0,9.0,1.0,2.0,66,0,1,8,239,1,0
2.0,4.0,1.0,3.0,1817,0,0,11,55,1,0
2.0,4.0,0.0,3.0,434,1,0,5,277,1,0
2.0,4.0,1.0,3.0,514,0,0,11,155,4,0
2.0,4.0,1.0,3.0,63,1,0,4,479,1,0
2.0,4.0,0.0,3.0,722,0,0,2,134,3,0
2.0,1.0,1.0,1.0,15,1,0,5,230,1,0
2.0,9.0,0.0,2.0,245,1,0,7,76,3,0
2.0,7.0,1.0,2.0,241,1,0,4,1364,2,0
1.0,2.0,1.0,3.0,37,1,1,5,453,2,0
2.0,7.0,2.0,1.0,393,1,0,5,200,1,0
2.0,4.0,0.0,3.0,59,1,0,5,273,1,0
2.0,4.0,2.0,3.0,0,1,0,5,92,3,0
2.0,1.0,1.0,1.0,1147,1,0,5,23,1,0
2.0,0.0,1.0,2.0,-1196,1,1,5,256,4,0
1.0,1.0,2.0,1.0,553,1,0,5,225,3,0
2.0,5.0,0.0,1.0,593,0,1,6,204,2,0
2.0,9.0,2.0,2.0,-591,1,0,5,71,1,0
2.0,9.0,1.0,3.0,415,0,0,5,76,2,0
2.0,4.0,1.0,3.0,-61,0,0,8,1015,1,0
2.0,1.0,1.0,2.0,425,1,0,7,693,2,0
2.0,4.0,2.0,3.0,361,1,0,2,81,1,0
2.0,0.0,1.0,2.0,752,1,0,11,82,4,0
2.0,1.0,1.0,1.0,2068,1,0,6,45,1,0
2.0,4.0,1.0,3.0,3841,1,0,7,720,2,0
2.0,0.0,1.0,2.0,479,0,0,6,326,1,0
2.0,1.0,1.0,1.0,-1455,1,0,5,169,2,0
2.0,0.0,0.0,2.0,0,0,0,6,203,3,0
2.0,5.0,1.0,1.0,3,0,0,8,158,2,0
2.0,0.0,2.0,3.0,2317,1,0,11,56,2,0
2.0,4.0,0.0,3.0,1576,1,0,5,232,2,0
2.0,1.0,1.0,1.0,0,1,0,5,30,1,0
1.0,0.0,2.0,2.0,96,0,0,5,606,1,0
1.0,9.0,2.0,3.0,177,0,0,8,109,3,0
2.0,4.0,1.0,2.0,-44,1,0,5,45,1,0
2.0,9.0,2.0,2.0,834,1,0,7,196,2,0
2.0,1.0,1.0,2.0,80,1,1,5,317,1,0
2.0,0.0,1.0,2.0,0,1,0,11,57,6,0
2.0,3.0,1.0,2.0,520,1,0,2,22,6,0
2.0,4.0,1.0,1.0,-226,1,0,6,272,1,0
2.0,1.0,1.0,1.0,2598,0,0,5,272,2,0
2.0,0.0,1.0,2.0,953,1,0,5,77,1,0
2.0,5.0,1.0,1.0,414,0,0,5,395,1,0
2.0,1.0,1.0,1.0,8,0,0,7,245,5,0
2.0,3.0,1.0,1.0,0,0,0,8,16,20,0
2.0,6.0,1.0,3.0,217,0,0,8,121,5,0
2.0,1.0,1.0,1.0,3007,1,0,5,283,1,0
2.0,1.0,1.0,2.0,949,1,0,5,302,1,0
2.0,7.0,2.0,2.0,133,1,1,7,143,1,0
2.0,1.0,1.0,1.0,901,0,1,1,1431,2,0
2.0,1.0,1.0,2.0,1927,1,0,4,149,1,0
2.0,4.0,1.0,1.0,3185,1,1,5,187,1,0
2.0,1.0,1.0,3.0,22,1,0,5,375,1,0
2.0,9.0,2.0,2.0,1022,0,0,2,155,2,0
2.0,0.0,1.0,2.0,584,0,0,6,27,1,0
2.0,4.0,1.0,3.0,4889,0,0,8,705,4,0
1.0,1.0,1.0,1.0,3529,1,0,5,100,2,0
2.0,1.0,1.0,2.0,-53,1,0,5,172,1,0
2.0,4.0,1.0,3.0,199,1,0,7,497,1,0
2.0,0.0,0.0,2.0,132,1,0,5,171,1,0
2.0,1.0,1.0,2.0,-337,1,1,5,366,1,0
2.0,4.0,0.0,3.0,243,1,0,7,66,2,0
1.0,1.0,1.0,1.0,1,1,0,5,49,2,0
2.0,4.0,1.0,3.0,917,1,0,8,100,9,0
1.0,1.0,1.0,2.0,251,1,0,5,754,1,0
2.0,1.0,1.0,2.0,0,0,0,7,145,4,0
2.0,4.0,1.0,3.0,-8,1,0,5,472,1,0
2.0,1.0,1.0,1.0,816,1,0,4,76,1,0
2.0,4.0,1.0,3.0,154,0,0,8,183,10,0
2.0,7.0,1.0,2.0,2597,1,0,5,323,1,0
2.0,1.0,1.0,2.0,422,1,0,5,286,3,0
2.0,0.0,1.0,2.0,37,0,1,6,206,2,0
1.0,1.0,2.0,2.0,-187,1,1,5,275,4,0
2.0,9.0,2.0,2.0,136,1,0,8,144,2,0
2.0,0.0,0.0,2.0,859,1,1,7,154,4,0
1.0,4.0,0.0,3.0,-402,0,1,1,66,2,0
2.0,1.0,2.0,3.0,6025,0,0,6,559,1,0
2.0,1.0,1.0,2.0,285,1,1,8,27,8,0
2.0,2.0,1.0,3.0,861,0,0,6,117,1,0
2.0,1.0,1.0,1.0,277,1,1,2,239,2,0
2.0,7.0,1.0,2.0,91,1,0,6,175,4,0
2.0,9.0,0.0,3.0,2133,0,0,11,176,1,0
2.0,1.0,1.0,3.0,1784,0,0,6,753,1,0
2.0,7.0,1.0,3.0,563,1,0,5,251,2,0
2.0,4.0,1.0,3.0,649,0,0,8,64,2,0
2.0,9.0,1.0,2.0,0,0,1,7,68,3,0
2.0,1.0,2.0,2.0,1686,1,0,5,85,2,0
2.0,1.0,1.0,2.0,827,1,0,5,319,5,0
2.0,9.0,1.0,2.0,585,1,0,11,133,1,0
2.0,9.0,0.0,2.0,-281,0,0,8,148,1,0
2.0,4.0,1.0,3.0,1945,0,0,5,191,1,0
2.0,9.0,1.0,2.0,318,0,0,8,196,4,0
2.0,4.0,1.0,3.0,1981,0,0,8,1026,4,0
2.0,9.0,2.0,3.0,1609,0,1,6,10,19,0
2.0,9.0,1.0,3.0,0,0,0,8,76,1,0
2.0,7.0,1.0,2.0,-93,1,1,5,194,1,0
2.0,6.0,1.0,3.0,1015,0,0,8,112,2,0
2.0,3.0,0.0,2.0,-18,1,0,6,27,8,0
2.0,9.0,2.0,3.0,458,1,0,5,1091,3,0
2.0,1.0,1.0,1.0,362,1,0,8,111,8,0
2.0,1.0,1.0,1.0,245,1,1,5,253,3,0
2.0,0.0,1.0,2.0,9,0,1,7,140,1,0
2.0,4.0,1.0,1.0,91,0,1,7,113,3,0
2.0,1.0,2.0,2.0,6982,1,0,11,224,2,0
2.0,7.0,1.0,2.0,327,1,1,4,148,2,0
1.0,4.0,2.0,2.0,8101,1,0,11,49,1,0
1.0,1.0,2.0,2.0,294,1,0,5,466,2,0
2.0,7.0,0.0,2.0,742,0,0,7,83,7,0
1.0,4.0,2.0,3.0,0,0,0,2,108,4,0
2.0,0.0,2.0,2.0,3160,0,0,6,719,13,0
2.0,1.0,1.0,2.0,123,1,0,2,247,1,0
2.0,4.0,2.0,3.0,682,1,0,5,473,5,0
2.0,0.0,1.0,2.0,1021,0,0,6,224,1,0
2.0,4.0,2.0,3.0,451,0,0,6,881,1,0
2.0,4.0,1.0,3.0,-6847,0,1,7,206,1,0
2.0,0.0,1.0,2.0,100,1,0,2,38,8,0
2.0,4.0,1.0,3.0,6,1,0,8,166,3,0
2.0,1.0,2.0,2.0,199,0,0,4,110,1,0
2.0,4.0,1.0,2.0,-521,1,0,4,148,2,0
2.0,9.0,0.0,2.0,177,1,0,5,209,3,0
2.0,9.0,1.0,3.0,0,1,0,6,67,2,0
2.0,1.0,1.0,2.0,457,1,1,5,189,2,0
2.0,0.0,2.0,2.0,15,0,0,2,71,1,0
2.0,1.0,2.0,1.0,133,1,0,5,285,1,0
2.0,3.0,1.0,1.0,-209,0,1,8,90,2,0
2.0,0.0,1.0,2.0,817,1,1,11,51,1,0
2.0,2.0,1.0,1.0,56,0,0,6,389,1,0
2.0,0.0,1.0,2.0,9049,1,0,11,536,1,0
2.0,4.0,1.0,3.0,387,1,0,7,254,2,0
1.0,1.0,2.0,2.0,100,1,0,5,24,1,0
2.0,4.0,1.0,3.0,1033,1,0,5,71,1,0
2.0,9.0,1.0,2.0,-887,0,0,6,349,4,0
2.0,4.0,2.0,3.0,16957,1,0,5,142,2,0
2.0,1.0,1.0,2.0,0,1,1,7,16,43,0
1.0,1.0,1.0,2.0,0,1,0,7,186,4,0
2.0,1.0,1.0,1.0,-52,1,0,5,120,5,0
2.0,1.0,1.0,1.0,373,1,0,5,269,1,0
2.0,10.0,2.0,2.0,0,0,0,8,44,3,0
2.0,1.0,1.0,2.0,67,0,0,1,74,1,0
2.0,9.0,2.0,2.0,105,1,0,5,146,2,0
2.0,3.0,1.0,2.0,3832,0,0,8,80,3,0
2.0,9.0,0.0,3.0,1762,1,0,6,259,1,0
2.0,9.0,1.0,2.0,106,1,0,7,164,6,0
2.0,3.0,1.0,1.0,71,1,0,7,251,2,0
2.0,6.0,0.0,3.0,5722,1,0,11,157,2,0
2.0,4.0,1.0,3.0,0,1,0,7,161,6,0
2.0,4.0,1.0,3.0,0,0,0,8,261,7,0
2.0,0.0,1.0,2.0,0,1,0,6,65,3,0
1.0,1.0,2.0,3.0,1372,0,0,5,48,4,0
2.0,9.0,2.0,2.0,145,1,0,5,109,2,0
2.0,1.0,1.0,2.0,299,1,0,7,180,4,0
2.0,4.0,1.0,3.0,1,1,1,4,84,2,0
2.0,1.0,1.0,1.0,0,0,0,8,195,1,0
2.0,1.0,1.0,3.0,982,1,1,3,142,2,0
1.0,6.0,2.0,3.0,1495,0,0,8,898,2,0
1.0,0.0,1.0,2.0,142,1,0,7,312,2,0
2.0,9.0,1.0,2.0,148,0,0,6,13,1,0
1.0,2.0,2.0,2.0,376,1,1,5,273,1,0
1.0,0.0,2.0,2.0,914,1,0,1,344,1,0
2.0,1.0,2.0,3.0,462,1,1,5,147,1,0
2.0,1.0,1.0,1.0,1222,1,0,5,206,1,0
2.0,4.0,1.0,2.0,99,1,0,11,157,2,0
1.0,4.0,2.0,3.0,63,1,0,4,260,1,0
2.0,6.0,2.0,2.0,356,1,0,8,511,6,0
2.0,7.0,2.0,2.0,155,1,0,4,285,1,0
2.0,9.0,2.0,2.0,1655,0,0,7,392,2,0
2.0,9.0,1.0,2.0,2342,0,1,7,226,1,0
1.0,4.0,1.0,3.0,0,1,0,7,20,31,0
2.0,4.0,2.0,2.0,3167,1,0,5,197,1,0
2.0,1.0,0.0,1.0,571,1,1,5,93,1,0
2.0,4.0,1.0,3.0,2847,1,0,5,16,10,0
2.0,9.0,2.0,2.0,30,0,0,5,1003,1,0
2.0,4.0,1.0,2.0,3,0,0,8,250,2,0
2.0,1.0,1.0,1.0,-290,1,0,5,495,1,0
1.0,7.0,1.0,2.0,475,0,0,8,192,5,0
2.0,4.0,0.0,3.0,0,0,0,11,154,1,0
2.0,1.0,1.0,1.0,8,0,0,1,531,1,0
2.0,7.0,2.0,2.0,1126,1,0,5,166,1,0
2.0,7.0,2.0,2.0,2251,1,1,11,131,1,0
2.0,9.0,1.0,2.0,68,1,1,6,87,3,0
2.0,7.0,1.0,2.0,0,1,0,7,289,1,0
2.0,0.0,2.0,2.0,378,0,0,7,421,2,0
2.0,4.0,0.0,3.0,3327,0,0,8,146,19,0
2.0,1.0,1.0,1.0,9804,1,1,8,155,4,0
2.0,10.0,2.0,3.0,252,1,0,7,101,1,0
2.0,7.0,1.0,2.0,1549,1,0,5,95,6,0
2.0,4.0,2.0,3.0,778,1,0,8,230,5,0
2.0,1.0,1.0,2.0,1148,1,0,4,121,1,0
2.0,7.0,0.0,2.0,0,1,0,5,151,2,0
2.0,1.0,1.0,2.0,1005,0,0,6,76,12,0
2.0,0.0,0.0,2.0,-288,1,0,5,62,4,0
2.0,1.0,2.0,2.0,2668,1,0,7,187,1,0
2.0,9.0,0.0,2.0,1301,1,0,7,124,2,0
2.0,7.0,1.0,1.0,14,0,1,7,151,8,0
1.0,1.0,2.0,2.0,56,1,0,5,66,1,0
2.0,4.0,1.0,3.0,502,0,0,8,379,4,0
2.0,10.0,2.0,2.0,75,1,0,5,203,1,0
2.0,4.0,0.0,3.0,224,0,0,6,120,11,0
2.0,4.0,1.0,3.0,3915,0,0,8,65,4,0
2.0,5.0,1.0,2.0,0,0,0,8,142,2,0
2.0,0.0,1.0,2.0,1290,0,0,6,243,1,0
2.0,5.0,1.0,2.0,38,1,0,11,89,1,0
1.0,8.0,2.0,2.0,110,1,0,5,169,3,0
2.0,2.0,1.0,2.0,1309,1,0,11,73,3,0
2.0,9.0,1.0,2.0,6,1,0,5,122,3,0
2.0,0.0,0.0,1.0,207,1,0,6,88,4,0
2.0,2.0,1.0,2.0,546,0,0,2,297,3,0
2.0,4.0,1.0,3.0,518,0,0,8,48,1,0
2.0,9.0,1.0,2.0,0,0,0,8,431,5,0
2.0,5.0,1.0,2.0,3414,0,0,7,117,6,0
1.0,9.0,1.0,2.0,-146,1,1,5,167,1,0
2.0,1.0,1.0,1.0,250,1,0,4,239,3,0
2.0,4.0,2.0,3.0,2085,1,0,11,639,2,0
2.0,4.0,1.0,3.0,490,1,0,5,103,2,0
2.0,1.0,1.0,2.0,729,1,0,7,277,1,0
2.0,7.0,2.0,3.0,72,1,0,5,98,2,0
1.0,4.0,2.0,3.0,-233,1,0,5,329,1,0
2.0,0.0,1.0,1.0,0,1,0,5,86,1,0
2.0,9.0,2.0,3.0,1314,1,1,7,378,2,0
2.0,10.0,0.0,1.0,1699,0,1,7,207,2,0
2.0,0.0,1.0,2.0,3703,1,0,7,152,1,0
2.0,1.0,1.0,2.0,120,1,0,5,369,1,0
2.0,4.0,1.0,3.0,37378,1,0,5,167,1,0
1.0,9.0,1.0,2.0,7102,1,0,4,156,3,0
2.0,6.0,1.0,3.0,794,0,1,7,130,9,0
2.0,4.0,0.0,3.0,45,0,0,8,95,4,0
2.0,9.0,1.0,2.0,167,0,0,8,145,2,0
2.0,1.0,1.0,1.0,3957,0,1,2,79,2,0
2.0,4.0,0.0,3.0,4335,1,0,11,640,1,0
1.0,9.0,2.0,3.0,1954,1,1,5,78,1,0
2.0,7.0,0.0,2.0,-69,1,0,5,216,3,0
2.0,9.0,1.0,2.0,-805,0,0,7,208,2,0
2.0,1.0,1.0,2.0,-249,1,1,7,189,3,0
2.0,4.0,1.0,3.0,1025,1,0,7,379,3,0
2.0,1.0,2.0,2.0,1392,1,0,5,205,2,0
2.0,9.0,1.0,3.0,1454,0,0,6,156,2,0
2.0,3.0,1.0,2.0,0,0,0,6,551,1,0
2.0,6.0,0.0,2.0,1082,0,0,2,127,3,0
2.0,1.0,1.0,2.0,1790,1,0,4,386,2,0
1.0,4.0,2.0,3.0,317,0,0,2,59,3,0
2.0,3.0,0.0,1.0,502,1,0,4,317,1,0
2.0,1.0,2.0,2.0,1599,1,0,5,59,3,0
2.0,9.0,2.0,2.0,-55,0,0,7,124,1,0
2.0,4.0,2.0,3.0,0,0,1,11,657,1,0
2.0,9.0,2.0,2.0,473,1,0,8,134,6,0
2.0,2.0,1.0,2.0,350,1,0,5,345,1,0
2.0,7.0,1.0,2.0,0,0,1,7,47,7,0
1.0,9.0,2.0,3.0,-266,0,1,8,66,4,0
1.0,1.0,2.0,2.0,214,1,0,7,364,1,0
2.0,9.0,1.0,2.0,1210,0,0,6,690,2,0
2.0,7.0,1.0,3.0,562,0,0,5,90,1,0
2.0,1.0,1.0,1.0,5560,1,0,6,93,3,0
2.0,1.0,1.0,1.0,5131,1,0,5,114,2,0
2.0,9.0,1.0,2.0,5618,1,0,11,361,2,0
2.0,2.0,1.0,1.0,137,1,0,5,384,7,0
2.0,7.0,1.0,2.0,-232,1,0,5,208,1,0
2.0,1.0,1.0,2.0,795,1,0,6,147,1,0
2.0,9.0,1.0,2.0,2394,0,0,8,184,2,0
2.0,1.0,1.0,2.0,2366,1,0,5,249,1,0
1.0,9.0,2.0,2.0,126,1,1,2,147,2,0
2.0,2.0,0.0,3.0,81,1,0,5,214,3,0
2.0,4.0,1.0,3.0,0,1,0,12,136,1,0
1.0,7.0,1.0,2.0,51,1,1,5,187,2,0
2.0,1.0,1.0,1.0,1968,1,0,7,279,1,0
2.0,9.0,2.0,2.0,-92,1,0,5,139,1,0
2.0,4.0,2.0,3.0,170,1,1,5,168,1,0
2.0,1.0,1.0,1.0,24,0,0,6,109,2,0
